ensembleID	dn	ds	dn/ds
ENSG00000138346	0.1212	0.8869	0.136655767279
ENSG00000213588	0.127	0.4249	0.298893857378
ENSG00000213859	0.06	0.5521	0.108675964499
ENSG00000105122	0.1133	0.696	0.162787356322
ENSG00000014216	0.0522	0.8853	0.0589630633683
ENSG00000105127	0.1173	0.6728	0.174346016647
ENSG00000162413	0.0155	1.2152	0.0127551020408
ENSG00000039068	0.1147	0.8001	0.143357080365
ENSG00000070269	0.0993	0.478	0.207740585774
ENSG00000186564	0.029	0.4724	0.0613886536833
ENSG00000186566	0.0494	0.3876	0.127450980392
ENSG00000186567	0.2287	0.5382	0.424934968413
ENSG00000186562	0.346	1.5099	0.229154248626
ENSG00000146555	0.0548	0.7865	0.0696757787667
ENSG00000146223	0.0911	0.484	0.188223140496
ENSG00000154975	0.0029	0.2983	0.00972175662085
ENSG00000060709	0.0736	0.7763	0.0948087079737
ENSG00000051009	0.0345	0.2799	0.123258306538
ENSG00000133318	0.2246	0.4239	0.529841943855
ENSG00000133317	0.144	0.4256	0.338345864662
ENSG00000133316	0.055	0.5105	0.107737512243
ENSG00000141026	0.0936	0.6883	0.135987214877
ENSG00000141027	0.0364	0.4064	0.0895669291339
ENSG00000133313	0.0449	1.0031	0.0447612401555
ENSG00000137343	0.0569	0.4064	0.14000984252
ENSG00000172867	0.1534	0.7787	0.196994991653
ENSG00000155719	0.1353	0.539	0.251020408163
ENSG00000198894	0.0766	0.4829	0.158624974115
ENSG00000198892	0.0399	0.2894	0.137871458189
ENSG00000198890	0.0396	0.631	0.0627575277338
ENSG00000162337	0.0278	1.2138	0.0229032789586
ENSG00000066427	0.1211	0.5507	0.219901942982
ENSG00000066422	0.0784	0.4383	0.178872918093
ENSG00000155714	0.2104	0.5406	0.389197188309
ENSG00000182010	0.1618	0.8183	0.19772699499
ENSG00000182013	0.2292	0.8763	0.261554262239
ENSG00000157578	0.2823	1.6704	0.169001436782
ENSG00000130962	0.0349	0.3518	0.0992040932348
ENSG00000108064	0.2523	0.9747	0.258848876577
ENSG00000157570	0.083	0.7905	0.104996837445
ENSG00000223885	0.7525	1.5929	0.472408814113
ENSG00000212989	0.1322	1.0843	0.121921977313
ENSG00000165879	0.2086	1.0206	0.20438957476
ENSG00000204179	0.24	0.4049	0.592738947888
ENSG00000067082	0.0237	0.6303	0.0376011423132
ENSG00000204174	0.1562	1.2864	0.121424129353
ENSG00000165874	0.1987	0.4559	0.435841193244
ENSG00000204176	0.1446	0.6645	0.217607223476
ENSG00000204172	0.2628	1.3493	0.194767657304
ENSG00000121621	0.14	0.5734	0.244157656087
ENSG00000181938	0.0496	0.6095	0.0813781788351
ENSG00000164659	0.0309	0.4322	0.0714946783896
ENSG00000235505	0.4206	1.5495	0.271442400774
ENSG00000174428	0.1082	1.2513	0.086470071126
ENSG00000174429	0.1156	0.5171	0.223554438213
ENSG00000181282	0.1487	0.825	0.180242424242
ENSG00000132388	0.0002	0.2334	0.000856898029135
ENSG00000181284	0.1245	0.6214	0.200354039266
ENSG00000179213	0.4946	0.924	0.535281385281
ENSG00000164654	0.0086	0.418	0.0205741626794
ENSG00000181935	0.1667	0.807	0.206567534077
ENSG00000114978	0.0	0.3752	0.0
ENSG00000105472	0.0863	0.9544	0.0904233025985
ENSG00000161021	0.0702	0.5044	0.139175257732
ENSG00000155265	0.005	0.6892	0.00725478816019
ENSG00000132382	0.1961	0.9518	0.206030678714
ENSG00000073464	0.0068	0.7358	0.00924164175048
ENSG00000218761	0.0845	0.4572	0.184820647419
ENSG00000101974	0.03	0.3644	0.0823271130626
ENSG00000101972	0.0038	0.296	0.0128378378378
ENSG00000226979	0.1638	0.6209	0.26381059752
ENSG00000007516	0.0573	0.9209	0.0622217396026
ENSG00000162852	0.2031	0.6966	0.291559000861
ENSG00000134940	0.2922	0.6079	0.48067116302
ENSG00000072736	0.0575	0.3198	0.179799874922
ENSG00000174437	0.0055	0.452	0.0121681415929
ENSG00000077420	0.1223	0.5817	0.210245831184
ENSG00000116574	0.0667	0.8565	0.0778750729714
ENSG00000144227	0.0558	0.589	0.0947368421053
ENSG00000130349	0.1294	0.6909	0.187291938052
ENSG00000130348	0.0679	0.5599	0.121271655653
ENSG00000054654	0.1921	0.6377	0.301238827035
ENSG00000151923	0.0034	0.2514	0.0135242641209
ENSG00000138449	0.0498	0.4155	0.119855595668
ENSG00000005001	0.1451	0.7972	0.182012042148
ENSG00000130340	0.0481	0.5313	0.09053265575
ENSG00000180881	0.2095	0.6946	0.301612438814
ENSG00000005007	0.0053	0.9061	0.0058492440128
ENSG00000099949	0.0256	0.8481	0.0301851196793
ENSG00000165309	0.0956	0.8693	0.10997354193
ENSG00000177565	0.0044	0.4693	0.00937566588536
ENSG00000107562	0.2192	0.898	0.244097995546
ENSG00000151012	0.0562	0.4114	0.136606708799
ENSG00000165304	0.0887	0.5547	0.159906255634
ENSG00000151014	0.0478	0.6901	0.0692653238661
ENSG00000099940	0.0913	0.6197	0.147329352913
ENSG00000165300	0.0157	0.4625	0.0339459459459
ENSG00000196639	0.1211	0.8099	0.149524632671
ENSG00000224689	0.299	0.4551	0.656998461877
ENSG00000129451	0.2063	0.75	0.275066666667
ENSG00000101608	0.0078	1.3541	0.00576028358319
ENSG00000174136	0.0545	0.4264	0.127814258912
ENSG00000101605	0.0693	0.5841	0.118644067797
ENSG00000196535	0.0241	0.6825	0.0353113553114
ENSG00000174132	0.2059	0.5953	0.345876028893
ENSG00000154001	0.001	0.1675	0.00597014925373
ENSG00000174130	0.1694	0.6942	0.244021895707
ENSG00000125304	0.0906	0.541	0.167467652495
ENSG00000198791	0.0016	0.3186	0.00502197112367
ENSG00000198792	0.0162	0.7528	0.0215196599362
ENSG00000197958	0.0298	0.6533	0.045614572172
ENSG00000198794	0.0056	0.4358	0.0128499311611
ENSG00000198795	0.0118	0.7561	0.0156064012697
ENSG00000198796	0.3443	0.663	0.519306184012
ENSG00000198797	0.0277	0.4282	0.0646893974778
ENSG00000198799	0.0498	0.3929	0.126749809112
ENSG00000197774	0.2288	0.9275	0.246684636119
ENSG00000175556	0.1155	0.481	0.240124740125
ENSG00000197771	0.101	0.886	0.113995485327
ENSG00000129474	0.0319	0.5067	0.0629563844484
ENSG00000132475	0.0004	0.4491	0.000890670229348
ENSG00000161682	0.0261	0.7127	0.0366212992844
ENSG00000069482	0.175	1.0554	0.165813909418
ENSG00000117395	0.0776	0.6429	0.12070306424
ENSG00000070367	0.0076	0.3964	0.0191725529768
ENSG00000162851	0.3535	0.6505	0.543428132206
ENSG00000113430	0.0861	0.9886	0.0870928585879
ENSG00000085978	0.0321	0.3696	0.0868506493506
ENSG00000140319	0.0434	0.7989	0.0543246964576
ENSG00000012817	0.082	0.856	0.0957943925234
ENSG00000169249	0.1493	0.8947	0.166871577065
ENSG00000169247	0.1058	0.5558	0.190356243253
ENSG00000169245	0.2129	0.8585	0.247990681421
ENSG00000169242	0.0844	0.4695	0.1797657082
ENSG00000169241	0.1091	0.6374	0.171164104173
ENSG00000117399	0.0269	0.5177	0.0519605949392
ENSG00000183864	0.0469	0.5709	0.0821509896654
ENSG00000183862	0.0304	0.5424	0.0560471976401
ENSG00000089041	0.111	0.745	0.148993288591
ENSG00000141543	0.0144	0.797	0.0180677540778
ENSG00000164691	0.3126	0.9826	0.318135558722
ENSG00000111348	0.0601	31.3835	0.00191501903867
ENSG00000124217	0.1175	1.1982	0.0980637623101
ENSG00000124214	0.0457	0.5141	0.0888932114375
ENSG00000124215	0.236	0.6162	0.382992534891
ENSG00000124212	0.1043	0.7014	0.14870259481
ENSG00000247596	0.0152	0.8996	0.0168963983993
ENSG00000013364	0.045	0.696	0.0646551724138
ENSG00000111341	0.0958	1.0226	0.0936827694113
ENSG00000217555	0.331	0.4289	0.771741664724
ENSG00000141540	0.0895	0.6756	0.132474837182
ENSG00000111344	0.0738	0.7601	0.0970924878305
ENSG00000173905	0.099	0.6341	0.156126793881
ENSG00000135447	0.1183	0.2755	0.429401088929
ENSG00000161973	0.0695	1.2192	0.0570045931759
ENSG00000135441	0.0034	0.3026	0.0112359550562
ENSG00000079215	0.0156	0.5511	0.028307022319
ENSG00000082014	0.0009	0.3915	0.00229885057471
ENSG00000117222	0.0044	0.3226	0.0136391816491
ENSG00000185133	0.1056	0.6507	0.162286768096
ENSG00000185130	0.0089	0.8936	0.00995971351835
ENSG00000136425	0.012	0.891	0.013468013468
ENSG00000152380	0.0877	0.6326	0.13863420803
ENSG00000169020	0.0622	0.7477	0.0831884445633
ENSG00000169021	0.0652	0.5649	0.11541865817
ENSG00000169026	0.2034	0.9227	0.220440013005
ENSG00000036054	0.0283	0.5128	0.0551872074883
ENSG00000213204	0.1145	0.6219	0.184113201479
ENSG00000175352	0.0585	0.3427	0.170703238985
ENSG00000213203	0.2418	2.3094	0.104702520135
ENSG00000011566	0.0193	0.5128	0.0376365054602
ENSG00000104904	0.0765	0.5792	0.132078729282
ENSG00000102119	0.1417	0.8122	0.174464417631
ENSG00000146918	0.1171	0.5297	0.221068529356
ENSG00000105464	0.0103	0.9129	0.0112827253807
ENSG00000250996	0.016	0.5985	0.0267335004177
ENSG00000100592	0.0138	0.5404	0.0255366395263
ENSG00000105467	0.1508	0.9001	0.16753694034
ENSG00000163900	0.064	0.6715	0.0953090096798
ENSG00000136367	0.0839	0.4051	0.207109355715
ENSG00000002587	0.061	1.0306	0.0591888220454
ENSG00000104907	0.0998	0.7604	0.131246712257
ENSG00000213160	0.0131	0.4953	0.0264486169998
ENSG00000048649	0.0888	0.4436	0.200180342651
ENSG00000150873	0.2088	1.0265	0.203409644423
ENSG00000118418	0.0631	0.2122	0.297360980207
ENSG00000163319	0.0848	0.4448	0.190647482014
ENSG00000118412	0.2172	0.5905	0.367823878069
ENSG00000174348	0.0433	0.8048	0.0538021868787
ENSG00000160883	0.0854	0.6374	0.133981801067
ENSG00000160886	0.6248	1.8713	0.333885534121
ENSG00000110169	0.1537	0.4008	0.383483033932
ENSG00000160888	0.1158	1.0381	0.111549947019
ENSG00000196591	0.0018	0.513	0.00350877192982
ENSG00000102802	0.0469	0.5825	0.0805150214592
ENSG00000143669	0.0788	0.4985	0.158074222668
ENSG00000102805	0.1453	0.6087	0.238705437818
ENSG00000102804	0.0774	0.3261	0.23735050598
ENSG00000198242	0.0215	0.6814	0.0315526856472
ENSG00000128016	0.0768	0.5657	0.135761004066
ENSG00000198246	0.1567	0.9429	0.166189415633
ENSG00000134061	0.1611	0.6493	0.248113352842
ENSG00000106392	0.0536	0.4224	0.126893939394
ENSG00000109381	0.0426	0.4098	0.103953147877
ENSG00000147548	0.0441	0.4179	0.105527638191
ENSG00000177932	0.1403	0.8308	0.16887337506
ENSG00000135914	0.0953	0.4556	0.209174714662
ENSG00000188089	0.1413	0.555	0.254594594595
ENSG00000105605	0.0	0.7777	0.0
ENSG00000178397	0.5189	0.6666	0.778427842784
ENSG00000166333	0.0021	0.3991	0.00526183913806
ENSG00000142273	0.1802	0.8954	0.201250837614
ENSG00000166337	0.0507	0.4414	0.114861803353
ENSG00000164104	0.0122	0.6562	0.0185918927156
ENSG00000135919	0.0808	0.572	0.141258741259
ENSG00000176396	0.1213	1.6555	0.0732709151314
ENSG00000178395	0.2864	1.334	0.214692653673
ENSG00000176390	0.036	0.4956	0.0726392251816
ENSG00000176393	0.0642	0.4867	0.131908773372
ENSG00000150776	0.09	0.5744	0.156685236769
ENSG00000155530	0.1687	0.5984	0.281918449198
ENSG00000176399	0.1998	0.487	0.410266940452
ENSG00000064932	0.103	1.6091	0.0640109377913
ENSG00000182150	0.0381	0.4129	0.0922741583919
ENSG00000215183	0.0478	0.3846	0.124284971399
ENSG00000136935	0.1121	0.5241	0.213890478916
ENSG00000136936	0.1862	1.132	0.164487632509
ENSG00000177963	0.0645	0.6447	0.100046533271
ENSG00000215187	0.3019	0.6721	0.449189108764
ENSG00000083635	0.1754	0.5154	0.340318199457
ENSG00000136932	0.2011	0.5787	0.347503024019
ENSG00000136933	0.1267	0.4495	0.281868743048
ENSG00000181704	0.0991	1.2164	0.0814699112134
ENSG00000149499	0.1009	0.5076	0.1987785658
ENSG00000136939	0.0705	0.6092	0.115725541694
ENSG00000178904	0.0711	0.561	0.126737967914
ENSG00000157911	0.1056	1.1063	0.0954533128446
ENSG00000189139	0.6969	0.9268	0.751942166595
ENSG00000198521	0.4705	0.9761	0.482020284807
ENSG00000163673	0.1517	0.945	0.160529100529
ENSG00000189132	0.9775	1.5379	0.635606996554
ENSG00000167531	0.2288	0.7214	0.317161075686
ENSG00000167536	0.09	0.5023	0.17917579136
ENSG00000168374	0.0218	0.3053	0.0714051752375
ENSG00000189134	0.2087	0.8374	0.249223787915
ENSG00000167535	0.0036	0.3539	0.0101723650749
ENSG00000162104	0.0391	0.767	0.0509778357236
ENSG00000166484	0.0388	0.5648	0.0686968838527
ENSG00000182247	0.0024	0.374	0.00641711229947
ENSG00000188886	0.214	0.7303	0.293030261536
ENSG00000182240	0.0575	0.6812	0.0844098649442
ENSG00000166483	0.0484	0.4751	0.101873289834
ENSG00000166482	0.0314	0.6629	0.0473676270931
ENSG00000166897	0.017	1.2052	0.0141055426485
ENSG00000182938	0.1175	1.0605	0.110796793965
ENSG00000188662	0.465	0.9555	0.486656200942
ENSG00000188888	0.2203	0.5522	0.398949655922
ENSG00000244025	0.1385	0.4286	0.323145123658
ENSG00000108654	0.0036	0.289	0.0124567474048
ENSG00000128652	0.0191	0.4128	0.046269379845
ENSG00000003989	0.063	0.5716	0.11021693492
ENSG00000186951	0.0362	0.8154	0.0443953887662
ENSG00000108651	0.0793	0.5355	0.148085901027
ENSG00000186952	0.2289	0.6995	0.327233738385
ENSG00000105617	0.1099	0.5075	0.216551724138
ENSG00000157388	0.0183	0.4148	0.0441176470588
ENSG00000003987	0.0261	0.5184	0.0503472222222
ENSG00000159784	0.0192	0.4492	0.0427426536064
ENSG00000115268	0.0028	2.8141	0.000994989517075
ENSG00000237289	0.0158	0.2945	0.0536502546689
ENSG00000204767	0.1288	0.4985	0.258375125376
ENSG00000197426	0.0805	0.7374	0.109167344725
ENSG00000115263	0.0532	0.4219	0.126096231334
ENSG00000119231	0.1007	0.2978	0.338146406985
ENSG00000099308	0.0571	1.161	0.0491817398794
ENSG00000115267	0.1212	0.6843	0.177115300307
ENSG00000115266	0.0973	1.7904	0.0543453976765
ENSG00000171877	0.0073	0.3235	0.0225656877898
ENSG00000128654	0.0158	0.334	0.0473053892216
ENSG00000047849	0.2528	0.4183	0.604350944298
ENSG00000116984	0.0422	0.4376	0.0964351005484
ENSG00000004478	0.0525	0.5355	0.0980392156863
ENSG00000105619	0.0455	0.3795	0.119894598155
ENSG00000044115	0.0031	0.3889	0.00797120082283
ENSG00000074621	0.1846	0.5048	0.365689381933
ENSG00000212864	0.0915	0.6319	0.144801392625
ENSG00000105618	0.0053	0.7735	0.00685197155785
ENSG00000197353	0.2368	0.9299	0.254651037746
ENSG00000108389	0.0436	0.3571	0.122094651358
ENSG00000117174	0.1684	0.7428	0.226709746904
ENSG00000131931	0.0305	1.0804	0.0282302850796
ENSG00000108384	0.1465	0.5775	0.25367965368
ENSG00000100604	0.1979	0.9816	0.201609616952
ENSG00000120057	0.0253	0.7146	0.0354044220543
ENSG00000091140	0.0423	0.4509	0.0938123752495
ENSG00000108381	0.0681	0.5216	0.130559815951
ENSG00000221818	0.0024	0.5487	0.00437397484964
ENSG00000165689	0.1054	0.6428	0.163970130678
ENSG00000108474	0.1294	0.4405	0.293757094211
ENSG00000165682	0.2364	0.7541	0.31348627503
ENSG00000101323	0.0556	0.4641	0.119801766861
ENSG00000147573	0.0768	0.4622	0.166161834704
ENSG00000226660	0.2147	0.7903	0.271668986461
ENSG00000151834	0.0114	0.4344	0.0262430939227
ENSG00000151835	0.0314	0.5278	0.059492231906
ENSG00000237136	0.3844	0.6662	0.577003902732
ENSG00000177042	0.2202	1.6038	0.137298915077
ENSG00000153064	0.2198	0.5567	0.394826657086
ENSG00000183269	0.0887	0.6581	0.134781948032
ENSG00000177045	0.0643	0.614	0.104723127036
ENSG00000153060	0.084	1.0196	0.0823852491173
ENSG00000167825	0.0557	0.9238	0.0602944360251
ENSG00000169991	0.0102	0.469	0.0217484008529
ENSG00000183260	0.083	1.714	0.0484247374562
ENSG00000158006	0.1254	0.6028	0.20802919708
ENSG00000111364	0.0471	0.7035	0.0669509594883
ENSG00000138750	0.0206	0.6086	0.033848176142
ENSG00000172678	0.0871	0.7389	0.117877926648
ENSG00000138756	0.1049	0.5322	0.197106350996
ENSG00000138757	0.0074	0.3226	0.0229386236826
ENSG00000138755	0.2862	0.8526	0.335679099226
ENSG00000121579	0.017	0.3364	0.0505350772889
ENSG00000176383	0.1334	0.8426	0.158319487301
ENSG00000138758	0.0217	0.8191	0.0264924917592
ENSG00000138759	0.0823	0.5394	0.152576937338
ENSG00000127824	0.0	0.3919	0.0
ENSG00000173818	0.1421	0.5353	0.265458621334
ENSG00000139800	0.053	0.3117	0.170035290343
ENSG00000011638	0.1923	0.5696	0.337605337079
ENSG00000136750	0.021	0.4176	0.0502873563218
ENSG00000185736	0.0843	1.2139	0.0694455885987
ENSG00000185737	0.0358	0.2709	0.13215208564
ENSG00000136754	0.0148	0.3451	0.0428861199652
ENSG00000115488	0.203	0.9629	0.210821476789
ENSG00000136758	0.0253	0.4761	0.0531400966184
ENSG00000115486	0.0593	0.4314	0.1374594344
ENSG00000115484	0.0158	0.3979	0.0397084694647
ENSG00000185739	0.1615	0.7098	0.227528881375
ENSG00000123454	0.1241	1.2003	0.103390818962
ENSG00000196235	0.0101	0.7007	0.0144141572713
ENSG00000173542	0.0022	0.4429	0.00496726123278
ENSG00000196236	0.1157	0.5853	0.197676405262
ENSG00000196230	0.0	0.5904	0.0
ENSG00000196233	0.0098	0.0957	0.102403343783
ENSG00000090097	0.0208	0.3422	0.0607831677382
ENSG00000213445	0.0513	0.7519	0.0682271578667
ENSG00000214320	0.2272	0.4968	0.45732689211
ENSG00000157212	0.0773	0.8836	0.0874830239928
ENSG00000152726	0.1727	0.6046	0.285643400595
ENSG00000172497	0.1081	0.5927	0.182385692593
ENSG00000116014	0.0865	1.4094	0.0613736341706
ENSG00000116017	0.0961	1.2534	0.0766714536461
ENSG00000173237	0.1623	0.5386	0.301336799109
ENSG00000172493	0.1625	0.5943	0.273430927141
ENSG00000205495	0.1093	0.8048	0.135810139165
ENSG00000137807	0.0538	0.5186	0.103740840725
ENSG00000112062	0.0025	0.5522	0.0045273451648
ENSG00000123009	0.0297	0.5894	0.0503902273498
ENSG00000187398	0.0847	0.6118	0.138443935927
ENSG00000186334	0.1566	0.6724	0.232897085068
ENSG00000113889	0.3146	0.6392	0.492177722153
ENSG00000173727	0.1927	0.8395	0.229541393687
ENSG00000011451	0.0819	0.698	0.117335243553
ENSG00000211592	0.3175	1.4021	0.226446045218
ENSG00000186047	0.0663	0.5544	0.119588744589
ENSG00000204099	0.2123	1.083	0.196029547553
ENSG00000011454	0.0105	0.4083	0.025716385011
ENSG00000186049	0.0844	0.6925	0.121877256318
ENSG00000173545	0.0926	0.5615	0.164915405165
ENSG00000115009	0.3582	0.5857	0.611575892095
ENSG00000173728	0.1842	0.5119	0.35983590545
ENSG00000119906	0.09	0.3518	0.255827174531
ENSG00000172893	0.0544	1.0209	0.0532863159957
ENSG00000180644	0.2078	0.9122	0.227800920851
ENSG00000090238	0.0	0.2829	0.0
ENSG00000129197	0.1871	0.7166	0.261094055261
ENSG00000129194	0.1465	0.6628	0.221031985516
ENSG00000179813	0.3743	0.5464	0.685029282577
ENSG00000183671	0.1119	0.5659	0.197738116275
ENSG00000120440	0.2166	1.2363	0.175200194128
ENSG00000187240	0.033	0.6454	0.0511310814998
ENSG00000183675	0.24	0.4117	0.582948749089
ENSG00000143314	0.0641	0.5678	0.112891863332
ENSG00000250349	0.3102	0.5616	0.55235042735
ENSG00000148450	0.1508	0.8269	0.182367880034
ENSG00000205143	0.0871	0.5134	0.16965329178
ENSG00000187612	0.1221	1.0469	0.116630050626
ENSG00000174996	0.0205	0.7236	0.0283305693753
ENSG00000148459	0.0786	0.4497	0.174783188793
ENSG00000116903	0.0299	1.4609	0.0204668355124
ENSG00000104154	0.04	0.3868	0.103412616339
ENSG00000171503	0.0365	0.4742	0.0769717418811
ENSG00000150261	0.1122	0.8603	0.130419621062
ENSG00000112282	0.0186	0.5607	0.0331728196897
ENSG00000174990	0.1848	0.9953	0.185672661509
